xacc,yacc,zacc,xgyro,ygyro,zgyro
1.030029,-0.055176,0.028809,-3.282443,18.412214,-33.206108
1.037109,-0.067627,0.028320,-1.526718,19.206106,-35.786259
1.041504,-0.070557,0.020996,-0.290076,19.694656,-38.259541
1.032715,-0.061768,0.013672,1.328244,20.274809,-39.511452
1.021729,-0.052490,0.012695,3.038168,20.305344,-39.541985
1.035400,-0.042725,0.007812,4.748092,21.053434,-39.801525
1.048340,-0.036865,0.017090,5.862596,22.030535,-40.244274
1.047607,-0.033447,0.025391,6.870229,22.946566,-41.206108
1.037109,-0.033447,0.041504,7.328244,23.480917,-42.427483
1.028809,-0.019287,0.033447,6.702290,23.145039,-43.175571
1.020020,-0.002686,0.038818,5.328244,22.259542,-43.435116
1.011475,0.022461,0.031494,3.480916,20.687023,-42.198475
1.015625,0.024902,0.023682,1.709924,18.977098,-40.916031
1.025391,0.021973,0.013916,0.503817,18.229008,-40.167938
1.038818,0.014648,0.006592,-0.946565,18.854961,-39.984734
1.048828,0.017090,-0.009766,-2.259542,19.496183,-39.297710
1.034424,0.019287,-0.004395,-4.335878,19.557251,-38.793892
1.047852,0.012695,0.007080,-5.389313,20.167938,-38.183205
1.047119,-0.004639,0.011475,-6.274809,20.625954,-38.229008
1.033936,-0.015869,0.015625,-6.534351,20.412214,-38.229008
1.029053,-0.020996,0.016846,-6.854962,19.801527,-38.473282
1.028564,-0.042480,0.024170,-6.381680,19.770992,-39.114502
1.044922,-0.054443,0.013428,-5.297710,20.442749,-40.351147
1.061768,-0.071045,0.011963,-3.572519,21.954199,-41.832062
1.052002,-0.056152,0.019287,-1.954198,23.435114,-42.458015
1.032227,-0.052734,0.020752,-0.473282,23.786259,-42.076336
1.023438,-0.059570,0.023682,1.038168,23.114504,-41.404579
1.027100,-0.067871,0.024658,3.435115,22.824427,-41.038166
1.040283,-0.060791,0.011963,5.175572,23.419847,-40.320610
1.025879,-0.037598,0.022705,6.183206,23.740458,-39.572517
1.031738,-0.025879,0.018799,6.259542,23.694656,-39.572517
1.035400,-0.022217,0.028076,5.435114,23.129770,-40.076336
1.035645,-0.019287,0.036377,4.229008,22.564886,-40.717556
1.031250,-0.016357,0.038818,2.763359,21.633587,-40.748093
1.026367,-0.010010,0.053467,1.221374,20.671755,-40.305344
1.022461,-0.015137,0.053223,-0.625954,19.404581,-40.427483
1.029053,-0.014160,0.044434,-1.954198,18.503817,-40.503819
1.029541,-0.016357,0.045654,-3.389313,17.740458,-41.083969
1.033447,-0.012451,0.039795,-4.824428,17.190840,-41.480915
1.031982,-0.017578,0.023682,-6.229008,16.702290,-41.770992
1.029053,-0.030029,0.026611,-7.022901,16.687023,-42.091602
1.029785,-0.026123,0.018799,-7.603054,17.083969,-42.656490
1.042480,-0.035645,0.011230,-7.526718,17.893129,-42.748093
1.041992,-0.037842,0.011719,-7.038168,18.564886,-43.190838
1.040039,-0.044922,0.008301,-6.244275,19.572519,-43.419846
1.037109,-0.038574,0.024414,-5.175572,20.625954,-43.358780
1.029541,-0.043213,0.037598,-3.587786,21.557251,-43.389313
1.027100,-0.049805,0.038086,-1.740458,22.305344,-42.763359
1.013184,-0.052246,0.037354,-0.152672,22.885496,-42.473282
1.012207,-0.040527,0.045898,1.038168,23.145039,-42.442749
1.016602,-0.040039,0.040527,1.862595,23.328245,-42.519085
1.011963,-0.039551,0.031738,2.229008,23.145039,-42.946564
1.016602,-0.034180,0.042236,2.045802,22.396946,-42.595421
1.008545,-0.035645,0.035889,1.954198,21.786259,-42.259541
1.011475,-0.032959,0.036621,1.954198,20.992367,-41.938931
1.037109,-0.038574,0.028076,2.229008,20.793894,-42.320610
1.041504,-0.037109,0.020996,2.152672,21.099237,-42.305344
1.039795,-0.036865,0.019043,2.015267,21.251909,-43.038166
1.046143,-0.025391,0.028809,1.618321,21.725191,-43.496181
1.035889,-0.020508,0.022461,0.412214,20.854961,-43.709923
1.022949,-0.018311,0.023438,-0.885496,19.755726,-43.618320
1.031982,-0.008545,0.032959,-2.870229,18.519083,-42.167938
1.035889,-0.036377,0.043213,-2.824427,17.465649,-42.992367
1.031738,-0.048096,0.008301,-1.358779,17.893129,-43.679390
1.069092,-0.030029,0.002441,-0.580153,20.137405,-42.992367
1.072998,-0.038574,0.003418,-0.137405,22.122137,-43.389313
1.035400,-0.031738,0.024902,-0.839695,21.679390,-43.496181
1.003418,-0.024658,0.034912,-2.290076,19.893129,-43.557251
1.020508,-0.026123,0.040283,-3.175573,19.221375,-44.045803
1.043213,-0.034668,0.043213,-3.419847,19.664122,-44.412212
1.027344,-0.044678,0.043701,-3.282443,20.320610,-44.610687
1.023438,-0.052490,0.041260,-2.870229,20.061069,-45.251907
1.024902,-0.048096,0.042236,-2.458015,19.862595,-45.832062
1.032227,-0.043945,0.041748,-2.793893,19.557251,-46.335876
1.032715,-0.038330,0.025146,-3.160305,19.511450,-47.374046
1.041260,-0.028320,0.019775,-3.908397,19.587786,-48.183205
1.049805,-0.017334,0.011719,-5.786260,19.908398,-49.755726
1.081543,0.026123,-0.011230,-9.557252,21.419847,-52.717556
1.096436,0.078369,-0.025146,-15.496183,23.954199,-55.083969
1.110840,0.105957,-0.044922,-22.442749,26.290077,-56.290077
1.111084,0.123779,-0.060303,-29.496183,28.702290,-57.038166
1.097900,0.098877,-0.042969,-34.137405,30.351145,-55.709923
1.074951,0.069824,-0.039551,-36.671757,31.328245,-53.541985
1.050537,0.036377,-0.029297,-37.526718,32.152672,-50.290077
1.031738,0.008545,-0.010498,-37.511452,32.106869,-47.267174
1.034424,-0.023682,0.007812,-35.938931,32.244274,-45.587788
1.028809,-0.041504,0.019531,-35.022900,31.832062,-45.969467
1.024658,-0.039062,0.040039,-34.961834,31.236641,-46.961834
1.029541,-0.020264,0.024414,-36.122139,30.412214,-48.473282
1.052734,0.010986,0.012451,-38.854961,30.106871,-50.137405
1.060547,0.022949,-0.004639,-41.725189,29.709923,-50.473282
1.070801,0.000244,-0.012695,-43.679390,29.908398,-50.305344
1.066406,-0.007568,-0.022461,-44.671757,29.511450,-50.778625
1.071289,0.004883,-0.020996,-47.282444,30.259542,-52.732826
1.103271,0.028076,-0.009033,-51.404579,31.877863,-55.145039
1.103516,0.043701,-0.020508,-55.801525,33.862595,-57.022900
1.066406,0.032959,-0.017334,-58.732826,34.625954,-56.854961
1.037598,0.019775,-0.001953,-61.297710,34.687023,-57.068703
1.054199,0.056885,0.004395,-67.465652,35.190838,-60.641220
1.096436,0.143555,0.013184,-78.290077,37.221375,-65.572517
1.109131,0.229980,-0.017090,-94.167938,38.702290,-70.122139
1.066650,0.322021,-0.035645,-111.938934,39.618320,-71.465652
1.097900,0.431152,-0.065674,-133.893127,41.221375,-71.954201
1.157959,0.594482,-0.079346,-163.633591,45.297710,-74.183205
1.206787,0.754639,-0.110107,-202.580154,51.038166,-75.664124
1.220459,0.825439,-0.153076,-243.435120,56.229008,-72.290077
1.121826,0.703125,-0.164307,-277.496185,56.916031,-62.427483
1.074463,0.568604,-0.179443,-305.664124,52.458015,-55.068703
1.130615,0.506592,-0.177734,-331.679382,48.595421,-49.923664
1.153564,0.435059,-0.185547,-355.114502,46.061069,-43.984734
1.041016,0.134766,-0.195801,-374.458008,42.061069,-47.007633
1.171875,0.266846,-0.201660,-397.404572,45.190838,-41.847328
1.225342,0.325928,-0.192139,-423.099243,50.320610,-47.969467
1.195801,0.295166,-0.176025,-448.213745,54.717556,-55.511452
1.136719,0.247559,-0.128906,-472.137390,56.122139,-65.526718
1.082520,0.221924,-0.124512,-497.297699,56.931297,-77.694656
1.091064,0.240723,-0.199951,-500.274811,57.251907,-94.519081
1.154541,0.222168,-0.194824,-500.274811,59.282444,-110.152672
1.124268,0.172852,-0.114990,-500.274811,59.541985,-125.526718
1.043945,0.191162,-0.101318,-500.274811,57.114502,-140.229004
0.968750,0.269531,-0.081543,-500.274811,53.603054,-144.854965
0.910645,0.414062,-0.066406,-500.274811,49.404579,-143.832062
0.803711,0.474609,-0.097900,-500.274811,41.877861,-129.083969
0.683838,0.481689,-0.157471,-500.274811,31.725191,-102.854965
0.672363,0.448242,-0.250000,-500.274811,20.076336,-79.358780
0.815674,0.386719,-0.367676,-500.274811,15.083969,-62.519085
0.919922,0.340820,-0.509766,-500.274811,19.267176,-49.038166
0.988525,0.306152,-0.577393,-500.274811,29.129770,-38.015266
1.006104,0.327637,-0.591309,-500.274811,40.473282,-28.274809
0.842773,0.275146,-0.526123,-500.274811,42.427483,-11.007633
0.809570,0.187744,-0.510742,-500.274811,35.160305,2.488550
0.753662,0.153076,-0.393555,-500.274811,19.664122,20.351145
0.797363,0.199219,-0.359619,-500.274811,7.618320,45.908398
0.849365,0.148926,-0.331787,-500.274811,1.557252,70.259544
0.855957,-0.138916,-0.338867,-500.274811,-3.572519,75.404579
0.855713,-0.474854,-0.369629,-500.274811,-12.793893,66.870232
0.908691,-0.896484,-0.335205,-458.885498,-21.740458,38.900764
1.087891,-0.956543,-0.226074,-377.282440,-17.908398,21.389313
1.111572,-0.892578,-0.054443,-305.480927,-15.908397,14.977099
0.985596,-0.850830,0.092529,-246.717560,-20.732824,1.832061
0.927246,-0.816162,0.193359,-202.137405,-27.236641,-9.664123
0.916504,-0.648926,0.207764,-166.946564,-31.801527,-19.557251
0.947998,-0.415039,0.238037,-149.083969,-35.786259,-21.251909
1.064453,-0.205078,0.161621,-146.931305,-30.274809,-23.496183
1.125977,-0.018799,0.026367,-156.778625,-23.129770,-24.564886
1.165283,-0.189209,0.133301,-158.961838,-18.320610,-19.618320
1.095947,-0.382812,0.166748,-150.748093,-16.534351,-17.664122
1.035889,-0.392090,0.152344,-139.923660,-16.290077,-13.038168
1.111572,-0.295898,0.149658,-133.984726,-12.992367,-7.328244
1.133057,-0.192139,0.153076,-136.030533,-9.389313,1.450382
1.073730,-0.227051,0.138672,-133.923660,-6.717557,1.480916
