xacc,yacc,zacc,xgyro,ygyro,zgyro
1.026367,0.041748,-0.038818,4.824428,17.389313,-43.664124
1.020996,0.038818,-0.051025,5.587786,17.969465,-43.511452
1.022461,0.049316,-0.040771,5.358778,18.396946,-43.496181
1.021484,0.078857,-0.047119,5.282443,19.267176,-42.885498
1.018799,0.068115,-0.042969,5.236641,18.854961,-41.954197
1.017822,0.052490,-0.041504,5.480916,18.809160,-41.450382
1.023682,0.038086,-0.051758,5.786260,19.328245,-42.152672
1.028809,0.060791,-0.065430,5.099236,19.862595,-42.687023
1.031738,0.061768,-0.059570,4.167939,20.229008,-43.129772
1.032227,0.072998,-0.064209,3.297710,20.732824,-43.358780
1.032959,0.082275,-0.063965,1.435115,20.839695,-43.694656
1.035889,0.076904,-0.068848,0.167939,21.328245,-43.435116
1.038086,0.053467,-0.054932,-0.183206,21.236641,-43.557251
1.034180,0.045166,-0.055420,-0.625954,21.480917,-44.152672
1.032227,0.046387,-0.046387,-0.625954,22.137405,-44.916031
1.027832,0.051514,-0.035645,-1.083969,22.335878,-44.809162
1.017822,0.055908,-0.041504,-1.832061,22.213741,-44.763359
1.020020,0.051025,-0.037354,-2.122137,22.106871,-44.427483
1.018066,0.040039,-0.042480,-1.755725,22.076336,-43.862595
1.025146,0.036377,-0.035645,-0.900763,22.091602,-43.709923
1.016357,0.030762,-0.044678,0.274809,22.427481,-43.664124
1.010986,0.039795,-0.047119,1.358779,22.442749,-43.312977
1.000977,0.065674,-0.041748,1.511450,22.198473,-42.717556
0.986572,0.080322,-0.027344,1.496183,21.404581,-40.885498
0.989502,0.043945,-0.027588,2.290076,20.290077,-39.770992
0.993896,0.015381,-0.025879,3.267176,19.389313,-40.381680
0.994873,0.018066,-0.030029,3.343511,18.305344,-41.755726
0.985596,0.058838,-0.026611,1.603053,17.923664,-43.007633
1.005615,0.077148,-0.027100,-0.229008,17.022902,-43.038166
1.020508,0.058838,-0.035156,-1.404580,16.610687,-43.312977
1.034668,0.024902,-0.060059,-0.534351,17.022902,-43.603054
1.048584,0.025391,-0.073486,0.045802,18.122137,-44.061069
1.054443,0.044189,-0.077393,0.259542,19.664122,-44.519085
1.042236,0.069824,-0.076172,-1.038168,20.656488,-44.519085
1.027588,0.092285,-0.068604,-3.221374,21.206106,-43.984734
1.041016,0.085205,-0.072998,-4.519084,22.198473,-43.343510
1.042480,0.064209,-0.063477,-4.702290,23.297710,-43.038166
1.042969,0.050781,-0.068604,-4.015267,24.839695,-42.870228
1.033691,0.044189,-0.050293,-3.236641,25.770992,-42.427483
1.017822,0.038574,-0.037842,-2.687023,25.969465,-42.183205
1.010010,0.028564,-0.021484,-1.694656,25.923664,-42.351147
0.994873,0.004150,-0.010742,-0.488550,24.977098,-42.702290
1.000000,-0.002441,-0.017090,1.343511,23.770992,-43.129772
0.984131,-0.010742,-0.001953,2.839695,23.145039,-43.374046
0.978271,-0.010742,0.007324,5.022901,21.893129,-43.755726
0.980713,-0.008545,0.000488,6.610687,20.519083,-44.122139
0.978760,-0.003662,0.008789,8.045801,18.916031,-44.213741
0.970459,-0.006104,0.011963,9.664123,16.961832,-44.137405
0.977783,-0.014160,0.002686,11.664123,15.236641,-44.427483
0.980957,-0.010742,-0.001953,13.297709,13.587787,-43.923664
0.989990,0.005615,-0.018066,14.335877,12.076336,-44.274811
0.999023,0.030518,-0.020020,14.900764,11.419847,-43.832062
1.000977,0.039062,-0.023193,15.664123,11.129771,-43.694656
1.010986,0.030762,-0.025146,16.274809,11.206107,-43.633587
1.012695,0.039307,-0.046631,16.366413,11.038168,-43.648853
1.016846,0.062500,-0.037842,14.916031,11.068703,-43.938931
1.024902,0.091064,-0.055176,12.656488,11.603053,-43.557251
1.022461,0.083984,-0.062256,10.916031,12.061069,-43.083969
1.037842,0.064453,-0.053711,10.213740,12.488549,-43.083969
1.037842,0.036377,-0.056885,10.137404,12.885496,-43.603054
1.041260,0.028320,-0.052246,11.068703,14.000000,-44.000000
1.047852,0.019775,-0.066650,11.954199,15.160305,-44.870228
1.035156,0.018066,-0.060791,12.213740,15.633588,-45.404579
1.039551,0.025879,-0.066162,11.969465,16.320610,-45.908398
1.027832,0.042725,-0.061279,11.633588,16.549618,-46.183205
1.024170,0.061279,-0.069092,10.290076,16.625954,-45.877861
1.019287,0.073242,-0.059570,9.160305,16.641222,-45.297710
1.020264,0.068604,-0.062744,8.427481,16.122137,-44.381680
1.022949,0.038574,-0.063232,8.595420,16.091602,-43.969467
1.027100,0.011230,-0.070312,9.312977,16.320610,-44.625954
1.024414,0.030518,-0.066162,9.190840,16.610687,-46.244274
1.029053,0.078369,-0.073242,5.435114,16.305344,-48.167938
1.025879,0.145264,-0.055664,-1.022901,15.358779,-49.709923
1.042725,0.188965,-0.061523,-9.511451,14.748092,-50.671757
1.057617,0.199219,-0.056885,-17.984734,14.091603,-51.129772
1.061035,0.229492,-0.060547,-27.450382,13.755725,-53.206108
1.062500,0.295898,-0.029541,-43.343510,13.786260,-58.442749
1.116455,0.487061,-0.056885,-71.419846,13.038168,-65.358780
1.122803,0.652344,-0.066162,-110.045799,11.435115,-70.183205
1.141113,0.807861,-0.109131,-162.213745,7.557252,-75.221375
1.159912,0.858154,-0.109375,-216.305344,3.633588,-83.236641
1.156494,0.920166,-0.093018,-278.061066,0.229008,-94.763359
1.163818,1.039795,-0.092041,-354.076324,-4.244275,-107.267174
1.119141,1.226074,-0.422852,-472.015259,-2.656489,-112.244278
1.313477,1.137207,-0.637451,-500.274811,2.900763,-132.519089
1.273682,1.017334,-0.667480,-500.274811,14.671756,-149.770996
1.050049,1.199951,-1.082031,-500.274811,24.977098,-157.511444
1.217285,0.943604,-0.828369,-500.274811,42.519085,-166.641220
0.804199,1.310547,-0.824707,-500.274811,52.122139,-131.603058
0.597900,1.221924,-0.471924,-500.274811,47.129772,-87.160309
0.575439,0.889648,-0.085449,-500.274811,34.534351,-51.465649
0.428467,0.719238,0.047607,-500.274811,8.290076,-20.152672
0.367920,0.572754,0.051025,-500.274811,-22.137405,2.885496
0.494385,0.637695,-0.166504,-500.274811,-47.190838,13.908397
0.743408,0.573486,-0.207764,-500.274811,-63.938931,14.396947
0.911377,0.739502,-0.458496,-500.274811,-64.442749,26.610687
1.037109,0.818604,-0.746094,-500.274811,-53.908398,41.709923
1.180420,0.693115,-0.882080,-500.274811,-40.488548,51.343510
1.148926,0.685059,-0.858887,-500.274811,-28.122137,61.526718
1.049561,0.548584,-0.802979,-500.274811,-21.038168,87.511452
0.948242,0.590576,-0.831299,-500.274811,-23.083969,103.770996
1.001953,0.516113,-0.843262,-500.274811,-28.412214,111.786263
0.909668,0.173828,-0.664307,-500.274811,-44.381680,118.473282
0.903320,-0.115967,-0.541504,-500.274811,-52.824429,135.541992
0.990967,-0.371826,-0.582275,-487.816803,-43.419846,143.877869
1.604492,-0.525391,-1.001221,-406.106873,7.038168,137.404587
1.326172,-0.365723,-0.942871,-349.053436,26.366413,126.595421
0.782715,-0.301514,-0.710693,-309.938934,9.068703,121.129768
0.551514,-0.387207,-0.413330,-274.198486,-21.297710,118.595421
1.022949,-0.521729,-0.300293,-232.045807,-15.893129,111.374046
1.088135,-0.549072,-0.171631,-195.404587,0.931298,99.633591
0.919922,-0.576172,-0.114502,-164.213745,5.496183,85.816795
0.825928,-0.536865,-0.116943,-139.648849,0.595420,72.137405
0.811279,-0.454102,-0.097412,-123.984734,-5.221374,63.786259
0.852783,-0.407471,-0.105713,-114.213737,-7.419847,59.145039
0.906738,-0.413086,-0.135010,-106.671753,-4.992366,55.572517
0.967285,-0.457764,-0.139893,-97.022903,1.893130,50.564884
0.980957,-0.477051,-0.109375,-86.000000,10.916031,45.099236
0.971680,-0.492676,-0.056396,-74.595421,18.473282,39.358780
0.949219,-0.495850,-0.010010,-63.725189,23.083969,34.748093
0.922852,-0.514404,0.060547,-53.297710,24.793894,29.496183
1.038818,-0.662354,0.329834,-37.206108,34.030533,25.664122
0.845459,-0.702881,0.313721,-19.297710,30.091602,12.351145
0.774414,-0.742188,0.437744,-2.229008,16.870230,-0.977099
0.787842,-0.678467,0.330322,11.389313,7.206107,-7.847328
0.963867,-0.691650,0.318359,23.435114,6.122138,-15.893129
1.009277,-0.729248,0.279053,37.847328,6.519084,-25.312977
0.977051,-0.732910,0.247070,52.458015,6.152672,-36.198475
0.996338,-0.707520,0.212891,64.427483,7.282443,-46.091602
1.013428,-0.666748,0.225342,74.335876,7.801527,-56.351147
0.970215,-0.588379,0.219482,80.351143,7.587786,-62.717556
0.940674,-0.494141,0.203369,81.282440,6.396946,-66.824425
0.936035,-0.460205,0.197998,80.564888,4.198473,-73.664124
0.902588,-0.460205,0.197998,81.114502,-0.549618,-82.259544
0.912109,-0.405273,0.194092,83.328247,-1.435115,-86.488548
0.926270,-0.366943,0.159180,86.641220,-2.610687,-88.916031
0.952393,-0.386475,0.131104,93.251907,-3.694656,-91.099236
0.982910,-0.409668,0.099365,103.694656,-4.458015,-93.374046
0.978027,-0.419678,0.081299,118.335876,-4.335878,-96.412216
0.980469,-0.454834,0.061279,134.885498,-3.633588,-99.786263
1.014648,-0.473877,0.023926,152.946564,-1.114504,-104.916031
1.026123,-0.474609,0.008057,172.061066,2.717557,-111.160309
1.019531,-0.524414,-0.029297,192.732819,6.992366,-117.022903
0.994629,-0.609863,-0.041748,219.374039,11.206107,-124.045799
0.968994,-0.680420,-0.018311,251.007629,13.145039,-130.870224
0.945312,-0.687012,0.010010,283.038177,11.618320,-140.091599
0.869141,-0.594971,-0.002441,311.297699,4.778626,-148.473282
0.830811,-0.624512,-0.016846,340.687012,-3.206107,-153.679382
0.817871,-0.801514,-0.059082,383.221375,-11.312977,-162.610687
0.841064,-0.875244,-0.097656,434.274811,-16.870230,-175.709930
0.843750,-0.840576,-0.121338,486.320618,-20.061069,-184.931305
0.832031,-0.678955,-0.164062,500.259552,-22.900763,-187.770996
0.824951,-0.691650,-0.244141,500.259552,-26.015266,-190.503815
0.812988,-0.693848,-0.429932,500.259552,-28.381680,-195.984726
0.851318,-0.648438,-0.596924,500.259552,-28.198473,-199.343506
0.999023,-0.564453,-0.823975,500.259552,-22.671755,-201.206100
1.064941,-0.695312,-1.058594,500.259552,-11.725191,-200.137405
1.139893,-0.813477,-1.206055,500.259552,8.732824,-203.068695
1.133057,-0.773193,-1.364258,500.259552,28.396946,-203.938934
1.018066,-0.535889,-1.458984,500.259552,40.916031,-192.671753
0.819580,-0.111328,-1.450195,500.259552,45.770992,-166.854965
0.781250,0.515869,-1.284912,500.259552,50.793892,-110.335876
0.618652,0.624512,-1.136475,500.259552,40.458015,-80.259544
0.325439,0.687744,-1.075195,500.259552,16.305344,-76.412216
0.310547,1.171631,-0.896484,500.259552,-0.595420,-60.900764
0.440186,1.585938,-0.660400,500.259552,-13.954199,-41.251907
0.597412,1.887695,-0.553711,500.259552,-22.687023,-20.305344
0.799072,1.759277,-0.551025,500.259552,-26.610687,-0.977099
0.901855,1.438477,-0.560059,500.259552,-25.603054,3.664122
1.059326,1.102295,-0.503662,436.534363,-17.145039,-8.687023
1.110596,0.881836,-0.422119,358.625946,-11.847328,-25.572519
1.084473,0.805176,-0.375244,283.496185,-11.465649,-38.259541
1.101807,0.578857,-0.323486,230.732819,-13.435115,-46.748093
1.189941,0.333496,-0.306152,206.381683,-11.786260,-53.862595
1.310547,0.098145,-0.280273,208.977097,-5.190840,-58.763359
1.340820,0.048828,-0.326172,225.480911,4.809160,-61.358780
1.332520,0.130615,-0.428223,240.610687,16.061069,-59.847328
1.480469,0.621094,-0.656006,239.312973,32.916031,-54.534351
1.361572,0.793457,-0.710449,221.328247,50.366413,-36.412212
1.250732,0.774170,-0.657227,190.167938,60.564884,-34.137405
1.180420,0.647461,-0.593018,156.137405,61.877861,-37.618320
1.140381,0.548828,-0.555908,118.213737,61.343510,-39.328243
1.189209,0.520752,-0.513672,69.786263,62.885498,-38.320610
1.182129,0.339600,-0.517578,30.167938,62.076336,-46.641220
1.213379,0.175781,-0.494141,3.709924,64.519081,-53.908398
1.273193,0.154541,-0.419922,-11.267176,71.374046,-55.236641
1.226562,0.183594,-0.322266,-19.893129,76.671753,-52.167938
1.134277,0.213135,-0.210938,-24.671755,78.167938,-46.946564
1.093994,0.199951,-0.123779,-28.335878,76.167938,-40.290077
1.107422,0.131104,-0.051758,-29.862595,75.160309,-36.167938
