xacc,yacc,zacc,xgyro,ygyro,zgyro
0.999023,0.147461,-0.025391,-1.725191,17.145039,-45.603054
0.997559,0.145508,-0.017822,-1.679389,17.160305,-46.106869
0.995361,0.140625,-0.015869,-2.106870,17.145039,-46.381680
0.984619,0.130615,-0.019531,-2.061069,16.671755,-46.534351
0.981201,0.139648,-0.021240,-1.847328,15.755725,-47.007633
0.992920,0.149170,-0.027100,-1.755725,15.251908,-46.916031
1.003418,0.162354,-0.062988,-1.832061,15.770992,-46.396946
1.023926,0.163330,-0.072266,-1.633588,17.603054,-45.648853
1.037354,0.163086,-0.078369,-1.358779,19.068703,-45.038166
1.020264,0.165771,-0.069824,-0.687023,20.854961,-44.015266
1.026367,0.160889,-0.084473,-0.183206,22.137405,-43.053436
1.029053,0.143799,-0.085938,1.221374,23.190840,-42.076336
1.024902,0.137939,-0.070557,3.236641,23.954199,-40.442749
1.018799,0.141602,-0.065674,4.549618,24.000000,-39.648853
1.007812,0.151611,-0.051270,4.625954,23.694656,-40.213741
0.999268,0.151123,-0.032959,4.045802,23.175573,-40.748093
0.996094,0.145020,-0.032227,3.236641,22.519083,-41.328243
1.000488,0.145508,-0.018555,2.290076,21.603054,-42.137405
1.003418,0.142578,-0.023682,1.480916,21.175573,-42.778625
0.995850,0.135986,-0.017822,0.351145,20.534351,-43.419846
1.006348,0.127686,-0.016602,-0.488550,20.656488,-44.732826
1.010742,0.130371,-0.032227,-0.824427,20.229008,-45.725189
1.009277,0.129150,-0.020996,-0.916031,19.557251,-46.732826
1.001465,0.137451,-0.028564,-0.961832,19.068703,-47.190838
1.008057,0.141357,-0.017090,-0.992366,18.702290,-47.557251
1.009277,0.150635,-0.030273,-1.374046,18.610687,-47.694656
1.000244,0.162842,-0.041016,-1.648855,18.671755,-47.496181
0.999756,0.165283,-0.045898,-1.511450,18.946566,-47.114502
1.017822,0.159424,-0.058838,-0.916031,19.709923,-46.290077
1.018555,0.147949,-0.064941,0.229008,21.389313,-44.458015
1.017578,0.140381,-0.051758,1.969466,22.274809,-43.038166
1.011719,0.128906,-0.045898,3.587786,23.175573,-41.526718
1.003906,0.123047,-0.052246,4.916030,23.236641,-41.175571
0.986816,0.131836,-0.032715,5.740458,22.854961,-40.977100
0.979492,0.137939,-0.015381,5.648855,21.847328,-41.145039
0.969482,0.149170,-0.009766,5.328244,20.916031,-41.404579
0.965576,0.150146,-0.004883,3.877863,19.480917,-42.137405
0.970947,0.166992,-0.003906,2.152672,18.366413,-43.099236
0.983643,0.173340,-0.005859,0.229008,17.633587,-44.366413
0.986084,0.173584,-0.007080,-1.572519,17.221375,-45.221375
0.979492,0.170166,-0.019287,-3.450382,16.351145,-46.366413
0.988281,0.167236,-0.022217,-4.748092,15.572519,-46.931297
0.991699,0.161621,-0.033691,-5.114504,15.053435,-47.297710
1.011475,0.152588,-0.061523,-5.465649,15.312977,-47.145039
1.024170,0.147949,-0.060791,-4.473282,16.091602,-46.564884
1.036621,0.138184,-0.078369,-2.580153,17.007633,-45.923664
1.042236,0.131836,-0.088135,-1.099237,18.274809,-44.793892
1.036133,0.144287,-0.080078,0.442748,18.961832,-44.045803
1.032471,0.143555,-0.082764,1.847328,19.496183,-43.160305
1.033936,0.141357,-0.074707,3.206107,20.030535,-42.427483
1.033447,0.152100,-0.084473,3.877863,20.625954,-41.877861
1.030029,0.157227,-0.082275,4.198473,21.114504,-41.755726
1.031982,0.171631,-0.085693,4.137404,21.755726,-41.389313
1.030518,0.173096,-0.076904,3.786260,22.137405,-41.129772
1.017822,0.180176,-0.065918,3.145038,22.671755,-41.114502
1.008789,0.175049,-0.064209,2.122137,22.122137,-41.465649
1.005127,0.175049,-0.043213,0.656489,21.389313,-42.442749
1.008789,0.181641,-0.039062,-1.206107,20.900763,-43.389313
1.006592,0.188965,-0.050049,-3.847328,20.900763,-44.503819
1.014893,0.194580,-0.046631,-5.786260,21.083969,-45.206108
1.022217,0.194580,-0.051758,-7.175572,21.709923,-45.465649
1.008057,0.179199,-0.050293,-7.923664,21.938931,-45.221375
1.006104,0.167969,-0.046875,-8.259542,21.816793,-45.526718
0.997070,0.161865,-0.060791,-7.938931,21.541985,-45.541985
1.010010,0.152588,-0.050537,-6.946565,21.557251,-45.435116
0.997559,0.149414,-0.049072,-6.244275,21.633587,-44.824429
1.003174,0.159668,-0.051270,-5.267176,21.496183,-44.351147
1.000977,0.159668,-0.043213,-4.305344,21.389313,-43.648853
0.993896,0.157471,-0.036377,-3.465649,21.526718,-42.885498
1.005615,0.151611,-0.033447,-2.763359,21.648855,-42.259541
0.998779,0.148193,-0.031738,-1.893130,21.526718,-42.229008
0.998535,0.136963,-0.027344,-1.053435,20.824427,-41.740459
0.994385,0.136719,-0.017578,-0.839695,20.916031,-41.679390
0.988525,0.144531,-0.016113,-1.404580,20.503817,-42.152672
0.988525,0.157959,-0.019287,-2.641221,19.679390,-43.129772
1.004395,0.158203,-0.037354,-4.595420,19.541985,-43.496181
1.003906,0.160645,-0.051025,-6.076336,19.801527,-44.183205
1.011230,0.154785,-0.048096,-6.687023,20.366413,-44.015266
1.015869,0.138428,-0.055420,-7.267176,20.961832,-44.183205
1.019775,0.137451,-0.054688,-7.419847,21.618320,-43.877861
1.016846,0.139893,-0.044434,-7.160306,22.152672,-44.305344
1.002686,0.129150,-0.031250,-7.267176,22.076336,-44.580154
0.995850,0.122314,-0.030029,-7.053435,21.557251,-44.702290
0.987305,0.118408,-0.025635,-6.595420,20.580153,-45.114502
0.990479,0.116211,-0.008545,-6.183206,20.335878,-45.145039
0.993652,0.117920,-0.010498,-5.221374,19.679390,-45.572517
0.990723,0.109375,-0.018799,-4.488550,19.114504,-45.725189
0.984375,0.112061,-0.007812,-3.633588,18.458015,-46.091602
0.989258,0.115234,-0.012695,-3.068702,17.984734,-46.305344
0.978760,0.118896,-0.005859,-3.419847,17.282442,-46.992367
0.980469,0.124756,0.006104,-4.076336,16.030535,-47.541985
0.966553,0.130371,0.003662,-5.053435,14.473283,-48.580154
0.972900,0.116943,0.005615,-5.725191,13.618320,-49.709923
0.966064,0.112793,-0.003662,-5.984733,12.473283,-50.137405
0.961670,0.099121,-0.003906,-5.954198,10.854961,-50.625954
0.964844,0.093506,-0.019043,-4.778626,9.312977,-50.427483
0.965576,0.095947,-0.026611,-3.770992,7.801527,-50.412212
0.956299,0.092773,-0.021240,-3.160305,6.106870,-50.320610
0.942139,0.102295,-0.031006,-2.458015,3.603053,-50.244274
0.940918,0.107422,-0.021729,-2.335878,0.595420,-51.312977
0.929443,0.127686,-0.018555,-2.412214,-2.259542,-50.519085
0.915771,0.135010,-0.026367,-3.603053,-5.358778,-50.091602
0.908691,0.149414,-0.027100,-4.977099,-9.053435,-49.832062
0.897217,0.161865,-0.029785,-7.007634,-13.755725,-49.755726
0.920898,0.159424,-0.009277,-8.900764,-17.557251,-51.145039
1.001465,0.148438,-0.014648,-9.648855,-17.587786,-53.877861
1.106689,0.097168,-0.033203,-8.000000,-11.740458,-56.152672
1.149414,0.030518,-0.077148,-4.183206,-3.694656,-57.038166
1.108643,-0.025635,-0.074219,1.755725,2.351145,-56.671757
1.062744,-0.081055,-0.077148,9.633588,4.534351,-56.290077
1.046387,-0.179932,-0.068359,22.366413,4.534351,-55.190838
1.033936,-0.493164,-0.057129,46.335876,4.381680,-49.587788
1.032471,-0.914307,-0.065674,92.183205,4.488550,-41.251907
1.045410,-1.369629,-0.077393,160.427475,4.793893,-27.480917
1.072754,-1.763184,-0.179443,248.625961,3.251908,-9.557252
1.081299,-2.065186,-0.313721,346.442749,-1.099237,2.458015
1.153809,-2.315674,-0.486572,462.030548,-6.442748,13.969465
1.217285,-2.518555,-0.791748,500.259552,-10.824428,25.877863
1.230469,-2.480225,-1.159668,500.259552,-15.557252,40.167938
1.288818,-2.300049,-1.527344,500.259552,-20.183207,56.106869
1.300781,-1.973633,-1.924316,500.259552,-26.045801,69.603050
1.283691,-1.655762,-2.264648,500.259552,-31.679390,85.435112
