xacc,yacc,zacc,xgyro,ygyro,zgyro
0.047607,0.980225,0.123535,-2.183206,24.473282,-40.961834
0.043945,0.962402,0.125244,-0.885496,24.183207,-40.717556
0.043213,0.962646,0.125244,0.396947,23.801527,-40.625954
0.039307,0.978760,0.111572,1.068702,23.145039,-40.519085
0.040527,0.994141,0.107666,0.809160,22.992367,-40.412212
0.044922,1.001465,0.103516,0.549618,22.702290,-40.488548
0.045410,0.999756,0.107422,0.320611,22.564886,-40.473282
0.036621,0.986084,0.107910,0.122137,22.351145,-40.641220
0.039307,0.984863,0.119385,-0.229008,22.122137,-41.328243
0.041260,0.988525,0.112793,0.015267,22.290077,-42.030533
0.036865,0.982422,0.114990,0.244275,22.091602,-42.671757
0.031738,0.982666,0.111816,0.366412,21.664122,-43.328243
0.036621,0.982178,0.114990,0.564885,21.145039,-43.541985
0.049072,0.982666,0.114990,0.809160,21.038168,-44.259541
0.045898,0.978027,0.115479,1.068702,20.961832,-44.702290
0.056152,0.981201,0.110596,1.297710,20.793894,-45.083969
0.052490,0.983154,0.104004,1.312977,21.343512,-45.511452
0.056885,0.996826,0.111084,0.900763,21.557251,-45.648853
0.044434,1.008789,0.118896,0.396947,21.679390,-45.725189
0.047119,1.021484,0.113525,-1.068702,21.435114,-45.068703
0.054688,1.030518,0.123779,-2.137405,21.511450,-44.442749
0.055176,1.013184,0.113037,-2.793893,21.083969,-43.755726
0.049561,1.001709,0.114746,-2.854962,21.053434,-43.603054
0.043701,0.986816,0.126953,-2.610687,20.671755,-43.648853
0.041016,0.973877,0.118408,-1.923664,20.519083,-43.099236
0.046875,0.979736,0.123779,-0.793893,20.167938,-43.129772
0.040771,0.980957,0.126709,-1.099237,19.862595,-43.053436
0.045654,0.990234,0.113525,-0.610687,19.465649,-42.946564
0.043945,0.988525,0.112305,-0.366412,19.511450,-42.900764
0.036621,0.995361,0.104980,0.091603,19.664122,-42.396946
0.046631,0.989990,0.112793,0.488550,19.664122,-42.473282
0.044189,0.987305,0.120605,0.702290,19.801527,-42.839695
0.044922,0.992920,0.120361,1.114504,20.061069,-42.961834
0.042236,0.990967,0.114258,1.007634,20.274809,-43.679390
0.045898,0.978271,0.110352,0.916031,20.198473,-44.000000
0.049561,0.986084,0.112793,1.175573,20.580153,-44.122139
0.050049,0.993896,0.116943,1.267176,20.870230,-44.290077
0.042480,1.002441,0.121338,0.671756,20.992367,-44.305344
0.050537,1.016357,0.113525,0.045802,20.610687,-44.503819
0.047363,1.003418,0.119385,-0.458015,20.320610,-44.503819
0.057861,0.995361,0.110840,-0.687023,20.564886,-44.625954
0.062744,0.994629,0.100586,-0.778626,20.519083,-44.931297
0.052490,0.997314,0.098145,-1.083969,20.931297,-44.931297
0.054199,1.003418,0.101074,-1.282443,20.900763,-44.610687
0.047363,1.005615,0.120850,-1.541985,20.702290,-44.183205
0.045898,1.005859,0.115723,-1.847328,20.381680,-44.000000
0.042480,1.000977,0.111084,-1.877863,20.259542,-43.816795
0.052002,0.994141,0.115234,-2.000000,20.106871,-43.908398
0.043701,0.989990,0.106934,-1.908397,20.106871,-43.801525
0.046387,0.992920,0.113770,-1.816794,20.167938,-43.282444
0.041016,0.979736,0.117676,-1.053435,19.816793,-42.854961
0.044434,0.978027,0.120605,-0.335878,19.709923,-43.022900
