xacc,yacc,zacc,xgyro,ygyro,zgyro
1.020508,-0.002930,0.113770,8.152672,12.503817,-46.549618
1.030273,0.006104,0.101562,6.473282,11.709924,-47.068703
1.038574,0.005127,0.083252,4.076336,11.893129,-47.740459
1.043701,0.002930,0.061523,1.541985,12.152672,-48.259541
1.051270,0.000000,0.049316,-0.580153,13.038168,-48.564884
1.056641,0.001465,0.040283,-1.786260,14.564885,-48.778625
1.072021,0.002197,0.031982,-2.106870,16.473282,-49.709923
1.060547,0.023193,0.037842,-2.091603,18.519083,-49.389313
1.060059,0.029053,0.034180,-2.488550,20.305344,-48.183205
1.055664,0.040771,0.040039,-3.343511,21.847328,-47.312977
1.062500,0.049316,0.041992,-3.862595,23.374046,-46.290077
1.058350,0.034180,0.049561,-3.832061,24.412214,-46.061069
1.052979,0.013672,0.063477,-3.343511,25.099237,-46.412212
1.044922,0.024902,0.080078,-2.931298,24.931297,-46.809162
1.045410,0.032471,0.090088,-2.839695,25.083969,-46.366413
1.041748,0.040039,0.096680,-3.328244,24.229008,-45.816795
1.027832,0.033691,0.103760,-3.419847,23.236641,-45.694656
1.030029,0.023438,0.106689,-2.961832,21.709923,-45.694656
1.037598,0.019043,0.101807,-2.290076,20.778625,-46.167938
1.045166,0.013672,0.101074,-1.496183,20.152672,-46.320610
1.047119,0.032715,0.095215,-1.694656,19.740458,-45.770992
1.044434,0.032471,0.081787,-2.595420,19.496183,-44.946564
1.043701,0.014160,0.081787,-3.251908,19.526718,-45.206108
1.046631,0.004395,0.069336,-3.664122,20.000000,-45.282444
1.053955,-0.001465,0.062744,-4.442748,20.671755,-46.015266
1.049072,0.005859,0.057129,-5.572519,21.450382,-45.969467
1.042725,0.012939,0.057373,-6.900764,22.106871,-45.465649
1.038086,0.009033,0.060547,-7.755725,22.458015,-45.511452
1.034912,0.005859,0.069336,-7.419847,23.022902,-45.419846
1.036377,-0.003418,0.073486,-7.022901,22.992367,-45.099236
1.048340,-0.015381,0.093506,-5.389313,23.664122,-45.679390
