xacc,yacc,zacc,xgyro,ygyro,zgyro
0.082031,1.014893,-0.000488,-1.709924,21.435114,-44.946564
0.096924,1.013428,-0.002197,-2.580153,20.778625,-44.137405
0.098633,0.999756,0.014648,-2.809160,20.671755,-43.770992
0.093994,0.981689,0.018311,-1.694656,19.847328,-42.748093
0.074707,0.979736,0.008789,-0.977099,19.083969,-41.877861
0.075928,0.993408,0.016357,-0.778626,18.564886,-41.343510
0.090088,0.998291,0.017822,-1.343511,18.610687,-41.374046
0.097900,0.996338,0.015869,-1.664122,19.053434,-41.389313
0.102295,0.983887,0.015869,-1.877863,19.496183,-41.694656
0.098877,0.968506,0.004150,-0.702290,19.633587,-42.122139
0.093018,0.963623,0.007568,0.152672,20.030535,-42.320610
0.083008,0.971924,0.001221,1.083969,19.664122,-42.366413
0.077393,0.979492,0.006104,1.404580,18.793894,-42.396946
0.096191,0.982666,0.009766,1.145038,19.328245,-42.885498
0.103760,0.988037,0.009033,0.732824,19.618320,-43.053436
0.109375,0.982178,0.007812,0.396947,20.732824,-43.374046
0.112549,0.978271,0.006348,0.122137,21.877863,-43.648853
0.111816,0.972412,-0.013428,-0.030534,22.961832,-44.335876
0.097412,0.978760,-0.013184,-0.122137,23.419847,-45.038166
0.094971,0.984619,0.000732,-0.366412,23.419847,-45.633587
0.092285,0.987549,-0.000977,-0.213740,23.145039,-46.213741
0.089355,0.986328,0.014893,-0.488550,22.442749,-46.045803
0.089111,0.991943,0.001709,-1.083969,21.343512,-45.984734
0.098877,0.978027,-0.018311,-1.908397,21.145039,-45.984734
0.109131,0.956299,-0.005859,-2.137405,21.022902,-45.969467
0.107910,0.942383,0.002441,-1.236641,21.480917,-45.755726
0.104492,0.937256,-0.002686,0.183206,21.343512,-45.145039
0.087891,0.983643,-0.000977,0.564885,21.328245,-44.748093
0.085693,1.005371,0.006348,-0.534351,21.145039,-44.229008
0.091553,1.017578,-0.006836,-1.587786,21.038168,-44.030533
0.091797,1.020264,-0.002930,-2.992366,20.961832,-43.801525
0.093750,0.993408,-0.011230,-3.480916,20.702290,-43.389313
0.093262,0.975342,-0.005371,-3.526718,20.961832,-43.297710
0.097900,0.968750,0.004639,-2.885496,20.824427,-43.297710
0.072754,0.971191,0.007568,-2.244275,20.732824,-42.809162
0.083740,0.981934,0.006104,-1.832061,20.274809,-42.412212
0.087891,0.976807,0.016357,-1.908397,20.091602,-42.625954
0.086426,0.963867,0.004883,-1.496183,19.725191,-42.519085
0.090820,0.959473,0.009521,-1.251908,19.328245,-43.404579
0.098633,0.960938,0.008057,-1.236641,19.740458,-43.465649
0.102783,0.963379,0.013428,-0.946565,19.984734,-43.664124
0.105469,0.971680,0.019531,-0.580153,20.427481,-43.129772
0.083740,0.980713,0.014893,-0.473282,20.152672,-42.793892
0.078613,0.987061,0.003906,-0.748092,20.335878,-43.099236
0.083252,0.981689,0.007568,-1.374046,19.801527,-42.977100
0.093994,0.974121,0.008057,-1.312977,19.801527,-43.267174
0.095459,0.971680,0.009766,-0.809160,19.709923,-43.679390
0.107910,0.960938,0.013916,-0.320611,19.725191,-44.000000
0.099609,0.962402,0.015381,0.305344,20.137405,-44.045803
0.104980,0.977051,0.022461,0.809160,20.625954,-43.877861
0.113770,1.012451,0.044678,0.839695,19.969465,-42.854961
0.068604,0.964355,-0.017334,1.007634,18.839695,-41.938931
0.092529,0.984131,-0.003662,0.656489,18.656488,-42.916031
0.104980,0.975830,0.002686,1.190840,18.946566,-43.755726
0.111328,0.975342,-0.001709,1.832061,19.664122,-43.938931
0.105469,0.980713,-0.003174,2.137405,19.541985,-43.755726
0.104736,0.981445,-0.003662,1.816794,19.725191,-43.175571
0.102051,0.992676,-0.004883,1.389313,19.251909,-42.748093
0.106934,0.994873,-0.010254,0.473282,19.175573,-42.854961
0.106201,0.997314,-0.008545,-0.641221,19.541985,-42.458015
0.116455,0.997559,0.005371,-1.755725,20.061069,-42.519085
0.114502,0.992676,0.000244,-2.122137,20.763359,-42.412212
0.104980,0.987305,0.000732,-2.366412,20.625954,-42.366413
0.092285,0.972656,0.008301,-2.137405,20.900763,-42.137405
0.088623,0.968262,0.011475,-1.511450,21.038168,-42.564884
0.089111,0.965088,0.016602,-0.824427,20.885496,-42.717556
0.086914,0.967285,0.014893,-0.610687,20.641222,-43.236641
0.079102,0.971924,0.018555,-0.229008,20.610687,-43.694656
0.094727,0.970703,0.001465,0.259542,20.610687,-43.618320
0.099121,0.977051,0.007568,0.122137,20.793894,-43.587788
0.103271,0.981445,-0.002686,0.366412,21.129770,-44.259541
0.096436,0.973633,-0.012451,0.259542,21.801527,-44.916031
0.104736,0.979004,0.000977,0.381679,21.984734,-44.748093
0.103027,0.980713,0.004395,0.519084,22.244274,-44.671757
0.095947,0.973877,0.008057,0.458015,21.893129,-44.610687
0.094482,0.979736,0.003174,-0.030534,21.267176,-43.801525
0.100098,0.970215,0.004883,0.213740,21.038168,-43.404579
0.104736,0.964111,-0.010010,1.251908,21.175573,-42.763359
0.098877,0.959229,0.001221,1.954198,20.977098,-42.580154
0.095947,0.968994,-0.011963,2.412214,20.503817,-42.488548
0.093994,0.973633,-0.005615,1.954198,20.305344,-42.122139
0.102539,0.987305,-0.006104,1.557252,20.183207,-42.122139
0.100342,0.994385,0.000732,1.297710,20.274809,-42.229008
0.092529,0.996094,-0.000977,0.961832,20.534351,-42.595421
0.097900,0.987549,0.004639,0.213740,20.778625,-42.977100
0.101318,0.983643,0.007568,-0.015267,21.007633,-43.893131
0.095215,0.979492,-0.001709,0.351145,21.129770,-44.290077
0.083008,0.973145,0.008301,0.946565,21.190840,-44.854961
0.087158,0.975098,-0.005859,1.374046,21.145039,-45.114502
0.093262,0.983154,0.006592,1.648855,20.824427,-44.473282
0.096924,0.989990,0.005127,1.770992,20.916031,-44.595421
0.105957,0.993652,0.002686,1.328244,21.083969,-44.687023
0.108398,0.993408,0.005615,1.175573,21.435114,-44.458015
0.109863,1.010742,-0.002197,0.519084,22.198473,-44.396946
0.114990,1.016357,-0.000488,-0.412214,22.732824,-43.465649
0.106201,1.020996,0.002197,-0.900763,22.641222,-42.748093
0.099609,1.004639,0.000244,-0.702290,22.488550,-42.198475
0.102295,0.990479,-0.004639,-1.358779,22.061069,-42.351147
0.110596,0.924805,-0.012939,-2.503817,21.832062,-42.748093
0.146484,0.843262,0.004395,-0.793893,23.709923,-44.335876
0.191406,0.859131,0.091553,-1.984733,30.900763,-46.946564
0.161133,0.865234,0.007568,4.519084,29.603054,-48.000000
0.024658,0.854492,-0.049316,10.305344,26.610687,-41.954197
-0.003906,0.980957,0.017334,9.786260,23.694656,-41.893131
0.040039,0.979004,0.007568,8.732824,20.305344,-42.152672
0.098389,0.958984,0.003174,9.160305,20.687023,-41.496181
0.127197,0.957275,0.001953,10.274809,22.748091,-42.335876
0.124023,0.969727,0.002197,10.396947,24.656488,-41.541985
0.104736,0.995117,0.008057,11.099236,24.854961,-40.839695
0.073242,1.028564,-0.003418,10.442748,23.648855,-39.541985
0.071289,1.068848,0.006592,8.870229,22.519083,-38.061069
0.086426,1.099854,-0.005859,6.076336,21.740458,-37.251907
0.116211,1.116699,-0.017090,3.358779,21.419847,-36.549618
0.126221,1.112793,-0.012207,1.435115,22.366413,-36.641220
0.138184,1.097900,-0.015381,0.412214,23.801527,-37.145039
0.139648,1.094238,-0.028076,-0.091603,25.206106,-38.091602
0.138184,1.116211,-0.034668,-0.732824,26.564886,-40.045803
0.149170,1.154053,-0.044922,-2.763359,28.412214,-42.854961
0.162598,1.220947,-0.062500,-7.129771,31.450382,-46.641220
0.177002,1.257568,-0.079590,-13.083969,34.366413,-50.351147
0.178467,1.287109,-0.082275,-20.427481,36.900764,-55.175571
0.171387,1.314453,-0.097412,-27.633587,38.778625,-59.740459
0.158447,1.350830,-0.099121,-35.786259,40.305344,-67.419846
0.168457,1.440674,-0.120361,-49.114502,41.572517,-84.916031
0.238281,1.626465,-0.204834,-69.618324,44.809162,-107.343513
0.264160,1.821777,-0.263672,-99.007637,49.007633,-129.862595
0.248535,2.067627,-0.343750,-139.358780,50.793892,-151.419846
0.269287,2.269531,-0.425049,-189.465652,54.396946,-170.580154
0.291016,2.528076,-0.476318,-248.961838,56.961834,-187.404587
0.306641,2.698242,-0.516846,-320.458008,58.183205,-207.145035
0.348145,2.891846,-0.532227,-395.847321,55.801525,-226.977097
0.281982,3.149902,-0.557617,-479.587799,46.167938,-242.045807
0.168701,3.586182,-0.565674,-500.274811,32.656490,-246.595413
0.189209,3.943115,-0.593750,-500.274811,26.061069,-240.335876
0.450195,3.999878,-0.641602,-500.274811,36.610687,-230.503815
0.515381,3.906982,-0.844971,-500.274811,51.374046,-223.251907
0.431152,3.612305,-0.954834,-500.274811,61.145039,-216.732819
0.291992,3.205811,-1.103760,-500.274811,63.954197,-212.702286
0.148926,2.957764,-1.231445,-500.274811,61.541985,-217.129776
-0.009766,2.661621,-1.416016,-500.274811,53.587788,-223.969467
-0.098145,2.256836,-1.647949,-500.274811,32.458015,-225.007629
0.002686,1.661133,-1.738525,-500.274811,16.351145,-237.145035
0.102051,1.170410,-1.860352,-500.274811,10.854961,-258.015259
-0.072754,0.485596,-1.958740,-500.274811,-10.717557,-266.580139
-0.187012,-0.157227,-1.939941,-500.274811,-36.961834,-265.251923
-0.000244,-0.736328,-1.578125,-500.274811,-52.427483,-282.427490
0.103027,-0.931152,-1.220459,-500.274811,-70.778625,-294.000000
0.136230,-0.868652,-0.951904,-500.274811,-84.122139,-294.442749
0.187744,-0.499268,-0.651123,-500.274811,-88.809158,-276.061066
0.237061,-0.321289,-0.513184,-500.274811,-84.045799,-249.389313
0.195312,-0.423096,-0.587891,-500.274811,-77.343513,-215.007629
0.116943,-0.782715,-0.873047,-500.274811,-69.526718,-176.793900
0.253174,-1.440918,-0.948242,-500.274811,-62.335876,-154.381683
0.478271,-1.971436,-0.765625,-500.274811,-49.190838,-149.496185
0.574219,-2.055176,-0.496582,-495.480927,-21.145039,-150.259537
0.426270,-2.129639,-0.171143,-395.801514,10.244275,-117.801529
0.185059,-1.895264,-0.028076,-327.679382,28.274809,-100.656487
-0.127441,-1.747314,-0.000977,-277.328247,23.816793,-94.793892
-0.290527,-1.606445,0.059326,-238.320618,9.358779,-88.732826
-0.192139,-1.508057,0.140381,-209.175568,-1.251908,-83.740456
-0.121582,-1.370117,0.149170,-185.755722,-9.694656,-78.732826
-0.122070,-1.257324,0.086914,-164.213745,-19.022902,-74.152672
-0.111816,-1.172607,0.048096,-144.076340,-30.076336,-68.900764
-0.041504,-1.051758,0.041748,-127.083969,-37.038166,-61.938931
0.062012,-1.001709,0.063477,-110.442749,-38.946564,-58.213741
0.111328,-1.003418,0.091797,-93.465652,-37.175571,-55.709923
0.092041,-0.890625,0.153076,-81.206108,-35.114502,-52.916031
0.076660,-0.784180,0.175781,-75.419846,-33.938931,-51.664124
0.064209,-0.683594,0.236084,-74.748093,-33.618320,-52.167938
0.055664,-0.595215,0.293701,-78.473282,-33.816795,-53.374046
0.068115,-0.566406,0.333740,-83.893127,-32.717556,-53.709923
0.094727,-0.603271,0.406006,-87.175575,-30.122137,-51.526718
0.090820,-0.631104,0.471436,-88.198471,-29.114504,-51.480915
0.122314,-0.661865,0.532715,-87.603050,-24.396946,-51.099236
0.141113,-0.712158,0.527832,-84.167938,-18.244274,-50.335876
0.155273,-0.800293,0.543945,-76.885498,-10.946565,-50.274811
0.123535,-0.876465,0.570557,-66.793892,-5.145038,-50.427483
0.094727,-0.958008,0.575439,-54.335876,-0.671756,-50.015266
0.073730,-0.995850,0.589111,-40.503819,3.557252,-49.938931
0.057373,-1.032471,0.607178,-25.450382,7.282443,-48.274811
0.066406,-1.040771,0.606934,-11.083969,11.587787,-45.908398
0.070801,-1.049561,0.592773,3.419847,15.358779,-44.748093
0.055908,-1.034424,0.593262,16.702290,18.045801,-42.045803
0.050293,-1.017578,0.569824,28.992367,20.977098,-37.938931
0.050049,-1.012695,0.572510,40.259541,23.862595,-33.419846
0.029541,-1.001953,0.551025,51.206108,25.389313,-30.427481
0.002930,-1.002930,0.542236,61.725189,26.091602,-29.068703
-0.015869,-0.989746,0.541992,70.717560,25.297710,-29.679390
-0.050293,-0.958984,0.539307,78.458015,23.160305,-31.511450
-0.068604,-0.907471,0.530762,83.725189,18.992367,-33.465649
-0.063721,-0.899902,0.519287,89.572517,14.229008,-33.297710
-0.080811,-0.925537,0.503906,98.290077,7.740458,-29.633587
-0.021484,-0.887451,0.525146,101.770996,6.335878,-31.450382
0.034668,-0.877197,0.515869,104.366409,7.908397,-32.656490
0.055176,-0.891113,0.491943,107.755722,9.374045,-32.488548
0.051514,-0.921631,0.476318,113.129768,11.358779,-31.160305
0.056396,-0.956055,0.473389,120.977097,13.328244,-28.793894
0.072021,-1.000488,0.494385,132.335876,16.213741,-26.274809
0.079590,-1.046387,0.508057,148.152664,20.396946,-22.259542
0.104736,-1.110840,0.530273,168.427475,26.396946,-16.870230
0.105957,-1.188477,0.507324,194.931305,32.564884,-9.770992
0.109375,-1.280029,0.475586,227.679382,38.748093,-2.366412
0.120117,-1.398682,0.419434,264.977112,44.366413,5.053435
0.106934,-1.507812,0.380859,308.335876,50.290077,12.549619
0.072998,-1.604736,0.335205,356.854950,56.412212,20.045801
0.008057,-1.710205,0.280029,411.145050,56.320610,28.473282
-0.013184,-1.744629,0.162354,467.862610,56.656490,35.832062
-0.069824,-1.806396,0.082520,500.259552,53.526718,39.541985
-0.106445,-1.820557,0.025146,500.259552,48.335876,41.297710
-0.098145,-1.865234,-0.111084,500.259552,44.992367,40.320610
-0.098145,-1.909912,-0.264893,500.259552,42.625954,36.870228
-0.009521,-1.997803,-0.524170,500.259552,44.335876,38.229008
-0.047119,-1.905518,-0.700439,500.259552,40.702290,46.167938
-0.077637,-1.806396,-0.933838,500.259552,31.450382,59.557251
