xacc,yacc,zacc,xgyro,ygyro,zgyro
0.078125,-1.016113,0.226562,1.786260,19.725191,-43.954197
0.073242,-1.034912,0.214844,2.900763,20.274809,-44.580154
0.080078,-1.033447,0.228271,4.061069,21.282442,-44.732826
0.081299,-1.019287,0.216064,4.076336,22.213741,-44.335876
0.084229,-1.005615,0.212891,3.557252,22.809160,-43.572517
0.078613,-0.996826,0.217529,2.900763,23.251909,-43.587788
0.077881,-0.988281,0.210205,1.511450,23.740458,-43.572517
0.067627,-0.990234,0.210449,-0.152672,23.984734,-43.725189
0.061523,-0.992920,0.196289,-1.572519,23.526718,-43.862595
0.050537,-0.999512,0.202393,-2.183206,22.641222,-43.877861
0.046387,-1.001221,0.222412,-2.183206,21.648855,-42.839695
0.052979,-0.999268,0.228271,-1.832061,21.038168,-42.839695
0.053467,-0.996582,0.230225,-1.954198,20.366413,-42.366413
0.064941,-0.990723,0.264404,-2.091603,20.000000,-42.458015
0.062012,-0.989258,0.255615,-2.412214,20.076336,-42.702290
0.056885,-0.984375,0.248291,-2.961832,19.450382,-42.748093
0.051758,-0.978516,0.238770,-3.618321,18.610687,-42.977100
0.032715,-0.982178,0.216553,-4.351145,17.465649,-42.900764
0.049561,-0.995361,0.195801,-4.351145,16.564886,-41.908398
0.080811,-1.028564,0.195801,-2.503817,17.572519,-40.229008
0.100830,-1.060059,0.197266,0.152672,19.679390,-40.244274
0.104492,-1.064697,0.197754,2.595420,21.358778,-40.977100
0.101562,-1.063965,0.203369,4.641222,23.236641,-41.343510
0.096436,-1.054199,0.187500,6.015267,24.564886,-41.160305
0.083008,-1.021484,0.201904,6.503817,25.374046,-41.297710
0.066162,-0.996826,0.208008,5.862596,25.007633,-41.603054
0.048096,-0.962646,0.230225,3.603053,24.229008,-41.816795
0.038818,-0.951904,0.218994,0.519084,22.595419,-41.648853
0.035400,-0.951172,0.224121,-2.519084,21.496183,-41.328243
0.040771,-0.951172,0.220703,-4.870229,20.625954,-40.977100
0.049561,-0.968506,0.235352,-6.015267,20.656488,-40.564884
0.051270,-0.986816,0.236328,-7.068702,19.832062,-40.748093
0.040527,-0.980957,0.248535,-8.442748,18.473282,-41.435116
0.043701,-0.974121,0.236328,-9.297709,17.572519,-42.061069
