xacc,yacc,zacc,xgyro,ygyro,zgyro
0.107422,-0.993408,0.031494,4.458015,21.404581,-42.030533
0.092041,-1.000244,0.022949,2.977099,22.137405,-43.312977
0.102295,-1.005127,0.021240,1.770992,22.793894,-43.984734
0.103027,-0.996338,0.036133,0.274809,24.244274,-44.381680
0.097168,-1.002197,0.033203,-0.870229,25.297710,-45.053436
0.096436,-1.020508,0.030518,-0.885496,26.167938,-45.511452
0.080322,-1.023193,0.035156,-1.099237,26.290077,-46.870228
0.086426,-1.023682,0.045898,-1.374046,26.641222,-47.893131
0.093262,-1.015625,0.051514,-2.000000,27.755726,-48.030533
0.090332,-1.013672,0.065918,-2.076336,28.458015,-47.908398
0.076904,-1.017334,0.060059,-1.251908,28.427481,-47.129772
0.077637,-1.006836,0.063965,-0.076336,27.480917,-46.839695
0.084961,-1.007324,0.074707,1.114504,27.022902,-46.183205
0.082520,-1.002441,0.070801,2.229008,26.671755,-45.129772
0.074219,-1.012451,0.088379,3.603053,25.450382,-44.427483
0.063965,-1.005127,0.094238,4.580153,23.648855,-43.923664
0.073730,-0.985596,0.089600,4.946565,22.045801,-43.633587
0.068359,-0.979492,0.086182,4.625954,20.595419,-42.519085
0.071289,-0.962158,0.089355,3.847328,19.038168,-41.419846
0.071289,-0.964844,0.078857,3.083969,17.068703,-40.076336
0.072266,-0.974854,0.081055,2.351145,15.648855,-38.961834
0.065918,-0.979980,0.077148,2.000000,14.183207,-38.732826
0.078369,-0.988281,0.068604,2.122137,13.694656,-38.183205
0.088135,-1.019775,0.055664,3.282443,13.221375,-37.786259
0.093994,-1.022949,0.062988,4.122138,13.022901,-38.274811
0.098877,-1.003418,0.058838,3.725191,13.328244,-39.419846
0.104248,-0.983643,0.050537,2.442748,14.030535,-39.984734
0.104736,-0.975830,0.048584,1.221374,14.885496,-40.015266
0.107422,-0.985107,0.036133,0.198473,15.740458,-39.954197
0.110352,-0.993164,0.040039,-0.442748,16.778625,-39.969467
0.108887,-0.992188,0.040527,-0.717557,17.984734,-40.427483
0.101562,-1.010498,0.039795,-0.259542,19.587786,-39.435116
0.083740,-1.035156,0.052979,2.549618,20.015266,-38.137405
0.080078,-1.033691,0.052246,5.145038,19.419847,-37.954197
0.070068,-1.037354,0.056152,7.923664,19.083969,-37.297710
