1.018066,0.042236,0.072998,-2.595420,17.954199,-44.488548
1.023438,0.036133,0.077393,-1.816794,17.541985,-44.625954
1.029541,0.041260,0.069336,-1.328244,16.809160,-44.854961
1.042480,0.062012,0.070068,-1.206107,17.038168,-44.763359
1.057861,0.052246,0.053955,-0.748092,17.893129,-45.114502
1.053223,0.052002,0.050537,-0.610687,19.068703,-44.519085
1.050049,0.059082,0.044678,-0.488550,19.969465,-44.320610
1.049316,0.069580,0.037842,-0.992366,20.687023,-43.908398
1.041748,0.070312,0.042236,-1.236641,21.175573,-43.083969
1.043213,0.048584,0.038818,-0.824427,21.633587,-42.671757
1.036865,0.040527,0.036865,-0.671756,21.816793,-42.381680
1.039307,0.045654,0.050049,-0.641221,21.816793,-42.763359
1.047119,0.043701,0.049805,-1.068702,22.030535,-43.068703
1.045410,0.057861,0.035156,-1.297710,22.656488,-43.435116
1.048584,0.058838,0.037842,-1.557252,23.557251,-43.465649
1.046387,0.061279,0.039551,-1.893130,24.229008,-43.175571
1.049805,0.056641,0.046631,-1.969466,24.687023,-43.358780
1.036865,0.055908,0.057129,-2.671756,24.610687,-43.450382
1.020020,0.045410,0.063721,-2.656489,24.396946,-43.343510
1.022949,0.047363,0.064697,-2.671756,23.541985,-43.511452
1.022461,0.046387,0.068848,-2.717557,22.641222,-43.755726
1.027344,0.053223,0.080322,-2.809160,21.847328,-44.244274
1.026611,0.056396,0.087158,-2.916031,22.106871,-45.175571
1.041992,0.057373,0.078125,-3.404580,22.152672,-45.923664
1.033447,0.046631,0.079834,-3.160305,22.015266,-45.770992
1.029297,0.039795,0.071777,-2.992366,21.801527,-45.938931
1.024902,0.039307,0.060791,-2.412214,21.664122,-45.709923
1.024414,0.040527,0.065674,-1.312977,21.465649,-44.946564
1.024170,0.041504,0.052246,-0.442748,21.160305,-44.091602
1.032471,0.049805,0.049805,0.610687,20.931297,-43.694656
1.034424,0.067871,0.047363,0.580153,21.297710,-42.763359
1.044434,0.076904,0.065918,-0.290076,21.984734,-42.274811
1.038086,0.071289,0.051514,-1.099237,22.671755,-42.458015
1.029541,0.072754,0.060547,-2.091603,22.671755,-42.793892
1.019531,0.071289,0.061523,-3.129771,21.954199,-43.282444
1.014893,0.058350,0.064697,-3.664122,21.343512,-43.618320
