xacc,yacc,zacc,xgyro,ygyro,zgyro
0.995850,0.151123,0.019287,-10.809160,19.923664,-49.282444
0.997070,0.119629,0.014893,-9.847328,19.297710,-48.946564
1.012939,0.114258,0.019043,-7.709924,19.114504,-48.977100
0.993164,0.116943,0.002441,-6.152672,18.610687,-49.099236
0.994385,0.118652,0.004639,-4.076336,17.893129,-47.801525
1.003662,0.123535,0.000488,-1.664122,17.526718,-45.893131
1.008545,0.129639,-0.004395,0.351145,17.969465,-44.824429
1.016846,0.141846,-0.013672,1.480916,18.152672,-44.198475
1.005859,0.134521,-0.024658,2.259542,18.366413,-43.648853
1.007324,0.142334,-0.039795,2.671756,18.977098,-43.343510
1.039062,0.152344,-0.058838,3.038168,20.076336,-43.236641
1.044678,0.162354,-0.060791,3.511450,22.656488,-41.954197
1.030273,0.164307,-0.072266,3.694656,24.366413,-41.145039
1.013184,0.169434,-0.059814,3.618321,24.992367,-40.412212
1.013428,0.180176,-0.054199,3.099237,25.053434,-40.503819
1.005127,0.174561,-0.043213,2.671756,25.083969,-40.320610
1.022217,0.184570,-0.046875,1.755725,25.679390,-40.900764
1.019531,0.210938,-0.011719,-0.351145,26.290077,-41.221375
0.985107,0.220459,0.008301,-3.740458,25.435114,-42.351147
0.973877,0.212158,0.007812,-6.717557,23.679390,-43.954197
0.983154,0.186768,0.013428,-9.190840,22.076336,-45.190838
0.992676,0.155762,0.004395,-9.465649,20.702290,-45.816795
0.997070,0.132568,0.013184,-8.610687,19.404581,-46.290077
1.003418,0.104492,0.003662,-6.229008,18.396946,-46.381680
1.008301,0.082520,0.008789,-3.114504,18.183207,-46.091602
1.022461,0.095215,0.019043,-0.030534,17.786259,-46.198475
0.993652,0.107422,0.017822,1.816794,16.900763,-46.763359
0.985107,0.130127,0.014404,2.564885,15.435115,-47.679390
0.992920,0.146729,0.013916,2.412214,14.763359,-47.740459
1.009277,0.157227,-0.002441,2.122137,14.656488,-47.679390
1.008057,0.172119,-0.017822,0.809160,14.870229,-48.625954
1.021973,0.191895,-0.052246,-1.572519,15.832061,-49.129772
1.060791,0.199707,-0.073242,-2.458015,17.725191,-48.305344
1.062012,0.193115,-0.091553,-2.335878,20.916031,-46.809162
1.053955,0.203125,-0.099854,-2.137405,23.450382,-45.267174
1.039795,0.207520,-0.085693,-2.290076,25.419847,-43.664124
1.011475,0.203613,-0.063965,-2.442748,25.648855,-42.351147
1.002197,0.195068,-0.050049,-2.809160,25.328245,-41.923664
0.995850,0.184570,-0.027832,-3.251908,24.503817,-41.969467
0.989014,0.175781,-0.022949,-3.328244,23.312977,-41.832062
0.991455,0.164551,-0.024414,-3.190840,22.396946,-42.045803
1.002441,0.159180,-0.000732,-2.778626,21.603054,-42.519085
1.007080,0.164062,-0.001709,-2.809160,21.267176,-43.770992
1.007324,0.168213,0.019531,-3.480916,21.160305,-44.946564
0.980713,0.145020,0.021973,-3.374046,20.000000,-45.893131
0.980225,0.117920,0.023682,-2.335878,18.122137,-46.106869
0.988037,0.112305,0.028809,-0.549618,16.641222,-46.335876
0.997314,0.110107,0.005127,1.083969,15.541985,-46.396946
1.007080,0.124268,-0.005127,2.122137,15.343512,-46.473282
1.019531,0.137451,-0.021729,2.870229,15.465649,-46.091602
1.023926,0.166260,-0.056641,2.625954,16.412214,-45.114502
1.062500,0.199951,-0.090820,1.893130,18.809160,-44.274811
1.077148,0.210205,-0.091553,1.099237,22.061069,-43.053436
1.074219,0.224854,-0.103516,-0.458015,25.297710,-41.312977
1.040283,0.219727,-0.087402,-2.076336,27.480917,-40.442749
1.025146,0.203613,-0.059814,-3.694656,28.213741,-39.770992
1.010742,0.176270,-0.045410,-4.412214,27.816793,-39.572517
1.006836,0.147217,-0.043701,-3.755725,27.603054,-39.587788
1.009033,0.107422,-0.041016,-1.969466,27.129770,-39.328243
1.025635,0.090576,-0.038086,1.007634,27.175573,-39.236641
1.036377,0.068359,-0.040283,5.190840,27.419847,-38.610687
1.048096,0.050537,-0.049561,11.129771,28.045801,-36.992367
1.050049,0.030762,-0.044434,18.106871,28.931297,-34.854961
1.065430,-0.010742,-0.051025,27.251909,30.030535,-31.694656
1.090820,-0.115479,-0.057861,44.396946,31.801527,-26.061069
1.055420,-0.272705,-0.053223,71.770996,32.213741,-14.641221
1.022461,-0.364502,-0.051758,105.114502,30.748091,-0.564885
1.042236,-0.496094,-0.056885,143.557251,28.458015,12.931297
1.039307,-0.740234,-0.108887,192.564880,26.351145,29.633587
1.032715,-0.970947,-0.118896,256.320618,22.824427,49.938931
1.033691,-1.090088,-0.182129,325.435120,16.167938,71.190842
1.054443,-1.206299,-0.289062,396.900757,9.206107,89.938934
1.056885,-1.200195,-0.388672,469.893127,1.801527,110.977097
1.002686,-1.140137,-0.532471,500.259552,-6.381680,129.160309
1.048096,-1.103271,-0.687988,500.259552,-15.465649,142.641220
1.124268,-1.056396,-0.836670,500.259552,-24.045801,156.748093
1.228760,-0.953613,-0.976074,500.259552,-30.061069,165.435120
1.368652,-0.780518,-1.047363,500.259552,-31.816793,163.679382
1.448242,-0.598389,-1.080078,500.259552,-27.206106,157.007629
1.403809,-0.523682,-1.071289,500.259552,-20.259542,149.541992
1.377197,-0.423584,-1.036133,500.259552,-15.129771,140.977097
1.302002,-0.299316,-0.946533,500.259552,-11.923664,132.977097
1.173340,-0.317139,-0.885498,500.259552,-12.671756,124.045799
